id,name,cn,val,reference,color,collection
"""300103701410916949120231227MAD""","""RILENIAN""","""CNG7S16""","""50""","""22MADRILENIANCNG7S16MADRILENIANCLGCLARY""","""GRAYCNG7S16ROSE""","""DEGADE"""
"""300103701410916956120231227MAD""","""RILENIAN""","""CNG9S18""","""50""","""22MADRILENIANCNG9S18MADRILENIANCLGCLARY""","""GRAYCNG9S18MARR""","""ON"""
"""300103701410917700120231227MEL""","""BURNIAN""","""CNG1S24""","""50""","""20MELBURNIANCNG1S24MELBURNIANCLGCLARY""","""GRAYCNG1S24OR""","""24KBAA5020140CC55550S24DEGRADEC11"""
"""300103701410917694120231227MEL""","""BURNIAN""","""CNG1S8""","""50""","""20MELBURNIANCNG1S8MELBURNIANCLGCLARY""","""GRAYCNG1S8OR""","""24KBAA5020140CC55550S8DEGRADEC11"""
"""300103701410917663120231227MEL""","""BURNIAN""","""CNG3S17""","""50""","""20MELBURNIANCNG3S17MELBURNIANCLGCLARY""","""GRAYCNG3S17ARGE""","""NTBAA5020140CC55550S17DEGRADEC11"""
"""300103701410917656120231227MEL""","""BURNIAN""","""CNG3S3""","""50""","""20MELBURNIANCNG3S3MELBURNIANCLGCLARY""","""GRAYCNG3S3ARGEN""","""TBAA5020140CC55550S3DEGRADEC11"""
"""300103701410917687120231227MEL""","""BURNIAN""","""CNG5S15""","""50""","""20MELBURNIANCNG5S15MELBURNIANCLGCLARY""","""GRAYCNG5S15ORBA""","""A5020140CC55550S15DEGRADEC11"""
"""300103701410917670120231227MEL""","""BURNIAN""","""CNG5S5""","""50""","""20MELBURNIANCNG5S5MELBURNIANCLGCLARY""","""GRAYCNG5S5ORBAA""","""5020140CC55550S5DEGRADEC11"""
"""300103701410930358120240227MEL""","""BURNIAN""","""CNG1BT2""","""53""","""20MELBURNIANCNG1BT2MELBURNIANCLGCLARY""","""GRAYCNG1BT2OR""","""24K"""
"""300103701410930365120240227MEL""","""BURNIAN""","""CNG1BT2S9""","""53""","""20MELBURNIANCNG1BT2S9MELBURNIANCLGCLARY""","""GRAYCNG1BT2S9OR""","""24K"""
"""300103701410930372120240227MEL""","""BURNIAN""","""CNG1T2""","""53""","""20MELBURNIANCNG1T2MELBURNIANCLGCLARY""","""GRAYCNG1T2OR""","""24K"""
"""300103701410930389120240227MEL""","""BURNIAN""","""CNG1T2S17""","""53""","""20MELBURNIANCNG1T2S17MELBURNIANCLGCLARY""","""GRAYCNG1T2S17OR""","""24K"""
"""300103701410930396120240227MEL""","""BURNIAN""","""CNG29T2""","""53""","""20MELBURNIANCNG29T2MELBURNIANCLGCLARY""","""GRAYCNG29T2ARGE""","""NT"""
"""300103701410930402120240227MEL""","""BURNIAN""","""CNG29T2S14""","""53""","""20MELBURNIANCNG29T2S14MELBURNIANCLGCLARY""","""GRAYCNG29T2S14A""","""RGENT"""
"""300103701410923336120231227MIA""","""MAN""","""CNG13S1""","""53""","""17MIAMANCNG13S1MIAMANCLGCLARY""","""GRAYCNG13S1OR""","""24K"""
"""300103701410923329120231227MIA""","""MAN""","""CNG13S3""","""53""","""17MIAMANCNG13S3MIAMANCLGCLARY""","""GRAYCNG13S3OR""","""24K"""
"""300103701410927761120231227MIA""","""MIAN""","""CNG1S10""","""53""","""17MIAMIANCNG1S10MIAMIANCLGCLARY""","""GRAYCNG1S10OR""","""24KBAA5317140CC55550S10DEGRADEC11"""
"""300103701410923343120231227MIA""","""MIAN""","""CNG1S25""","""53""","""17MIAMIANCNG1S25MIAMIANCLGCLARY""","""GRAYCNG1S25OR""","""24KBAA5317140CC55550S25DEGRADEC11"""
"""300103701410927778120231227MIA""","""MIAN""","""CNG1S8""","""53""","""17MIAMIANCNG1S8MIAMIANCLGCLARY""","""GRAYCNG1S8OR""","""24KBAA5317140CC55550S8DEGRADEC11"""
"""300103701410927785120231227MIA""","""MIAN""","""CNG2S12""","""53""","""17MIAMIANCNG2S12MIAMIANCLGCLARY""","""GRAYCNG2S12OR""","""ET"""
"""300103701410914501120231227MIA""","""MIAN""","""CNG2S3""","""53""","""17MIAMIANCNG2S3MIAMIANCLGCLARY""","""GRAYCNG2S3OR""","""ET"""
"""300103701410923312120231227MIA""","""MIAN""","""CNG3S23""","""53""","""17MIAMIANCNG3S23MIAMIANCLGCLARY""","""GRAYCNG3S23ARGE""","""NTBAA5317140CC55550S23DEGRADEC11"""
"""300103701410914495120231227MIA""","""MIAN""","""CNG3S4""","""53""","""17MIAMIANCNG3S4MIAMIANCLGCLARY""","""GRAYCNG3S4ARGEN""","""TBAA5317140CC55550S4DEGRADEC11"""
"""300103701410927792120231227MIA""","""MIAN""","""CNG3S6""","""53""","""17MIAMIANCNG3S6MIAMIANCLGCLARY""","""GRAYCNG3S6ARGEN""","""TBAA5317140CC55550S6DEGRADEC11"""
"""300103701410922797120231227MIC""","""HIGANDER""","""CNG1""","""57""","""17MICHIGANDERCNG1MICHIGANDERCLGCLARY""","""GRAYCNG1OR""","""24KAAA5717145CC505001"""
"""300103701410922773120231227MIC""","""HIGANDER""","""CNG13""","""57""","""17MICHIGANDERCNG13MICHIGANDERCLGCLARY""","""GRAYCNG13OR""","""24K"""
"""300103701410922766120231227MIC""","""HIGANDER""","""CNG13S16""","""57""","""17MICHIGANDERCNG13S16MICHIGANDERCLGCLARY""","""GRAYCNG13S16OR""","""24K"""
"""300103701410922759120231227MIC""","""HIGANDER""","""CNG14""","""57""","""17MICHIGANDERCNG14MICHIGANDERCLGCLARY""","""GRAYCNG14OR""","""24K"""
"""300103701410922742120231227MIC""","""HIGANDER""","""CNG14S23""","""57""","""17MICHIGANDERCNG14S23MICHIGANDERCLGCLARY""","""GRAYCNG14S23OR""","""24K"""
"""300103701410922780120231227MIC""","""HIGANDER""","""CNG1S25""","""57""","""17MICHIGANDERCNG1S25MICHIGANDERCLGCLARY""","""GRAYCNG1S25OR""","""24KBAA5717145CC55550S25DEGRADEC11"""
"""300103701410917229120231227MIL""","""ANESE""","""CNG1""","""49""","""22MILANESECNG1MILANESECLGCLARY""","""GRAYCNG1OR""","""24KAAC4922145CC505001"""
"""300103701410928331120231227MIL""","""ANESE""","""CNG14S2""","""49""","""22MILANESECNG14S2MILANESECLGCLARY""","""GRAYCNG14S20R""","""24K"""
"""300103701410927372120231227MIL""","""ANESE""","""CNG14T2""","""51""","""22MILANESECNG14T2MILANESECLGCLARY""","""GRAYCNG14T2OR""","""24K"""
"""300103701410928300120231227MIL""","""ANESE""","""CNG14T2S8""","""51""","""22MILANESECNG14T2S8MILANESECLGCLARY""","""GRAYCNG14T2S8OR""","""24K"""
"""300103701410928348120231227MIL""","""ANESE""","""CNG16S25""","""49""","""22MILANESECNG16S25MILANESECLGCLARY""","""GRAYCNG16S25OR""","""24K"""
"""300103701410928317120231227MIL""","""ANESE""","""CNG16T2S18""","""51""","""22MILANESECNG16T2S18MILANESECLGCLARY""","""GRAYCNG16T2S18O""","""R"""
"""300103701410928355120231227MIL""","""ANESE""","""CNG1S1""","""49""","""22MILANESECNG1S1MILANESECLGCLARY""","""GRAYCNG1S1OR""","""24KBAC4922145CC55550S10DEGRADEC11"""
"""300103701410928324120231227MIL""","""ANESE""","""CNG1T2S10""","""51""","""22MILANESECNG1T2S10MILANESECLGCLARY""","""GRAYCNG1T2S10OR""","""24KBAC5122145CC55550S2DEGRADEC11"""
"""300103701410927341120231227MIL""","""ANESECNG14""","""49""","""22MIL""","""ANESECNG14MILANESECLGCLARY""","""GRAYCNG14OR""","""24K"""
"""300103701410927358120231227MIL""","""ANESECNG16""","""49""","""22MIL""","""ANESECNG16MILANESECLGCLARY""","""GRAYCNG16OR""","""24K"""
"""300103701410927389120231227MIL""","""ANESECNG16T2""","""51""","""22MIL""","""ANESECNG16T2MILANESECLGCLARY""","""GRAYCNG16T2OR""","""24K"""
"""300103701410927365120231227MIL""","""ANESECNG1T2""","""51""","""22MIL""","""ANESECNG1T2MILANESECLGCLARY""","""GRAYCNG1T2OR""","""24KAAC5122145CC505001"""
"""300103701410913993120231227MOK""","""UMER""","""CNG1""","""49""","""18MOKUMERCNG1MOKUMERCLGCLARY""","""GRAYCNG1OR""","""24KAAC4918140CC505001"""
"""300103701410913986120231227MOK""","""UMER""","""CNG1S3""","""49""","""18MOKUMERCNG1S3MOKUMERCLGCLARY""","""GRAYCNG1S3OR""","""24KBAC4918140CC55550S3DEGRADEC11"""
"""300103701410913979120231227MOK""","""UMER""","""CNG5""","""49""","""18MOKUMERCNG5MOKUMERCLGCLARY""","""GRAYCNG5OR""","""ET"""
"""300103701410927808120231227MOK""","""UMER""","""CNG5S13""","""49""","""18MOKUMERCNG5S13MOKUMERCLGCLARY""","""GRAYCNG5S13OR""","""ET"""
"""300103701410913955120231227MOK""","""UMER""","""CNG6""","""49""","""18MOKUMERCNG6MOKUMERCLGCLARY""","""GRAYCNG6OR""","""ROSEAAC4918140CC505001"""
"""300103701410913948120231227MOK""","""UMER""","""CNG6S11""","""49""","""18MOKUMERCNG6S11MOKUMERCLGCLARY""","""GRAYCNG6S11OR""","""ROSEBAC4918140CC55550S11DEGRADEC11"""
"""300103701410927525120240227MOK""","""UMER""","""CNG14""","""49""","""18MOKUMERCNG14MOKUMERCLGCLARY""","""GRAYCNG14OR""","""24K"""
"""300103701410928119120240227MOK""","""UMER""","""CNG14S9""","""49""","""18MOKUMERCNG14S9MOKUMERCLGCLARY""","""GRAYCNG14S9OR""","""24K"""
"""300103701410928126120240227MOK""","""UMER""","""CNG1S11""","""49""","""18MOKUMERCNG1S11MOKUMERCLGCLARY""","""GRAYCNG1S11OR""","""24KBAB4918145CC55550S11DEGRADEC1"""
"""300103701410927518120240227MOK""","""UMER""","""CNG3""","""49""","""18MOKUMERCNG3MOKUMERCLGCLARY""","""GRAYCNG3ARGENTA""","""AB4918145CC50500"""
"""300103701410928102120240227MOK""","""UMER""","""CNG3S4""","""49""","""18MOKUMERCNG3S4MOKUMERCLGCLARY""","""GRAYCNG3S4ARGEN""","""TBAB4918145CC55550S4DEGRADEC1"""
"""300103701410914730120240227MON""","""TEVIDEANO""","""CNG1""","""59""","""20""","""MONTEVIDEANOCNG""","""1MONTEVIDEANOCLGCLARY"""
"""300103701410914723120231227MON""","""TEVIDEANO""","""CNG1S8""","""51""","""18MONTEVIDEANOCNG1S8MONTEVIDEANOCLGCLARY""","""GRAYCNG1S8OR""","""24K"""
"""300103701410914716120231227MON""","""TEVIDEANO""","""CNG2""","""51""","""18MONTEVIDEANOCNG2MONTEVIDEANOCLGCLARY""","""GRAYCNG2OR""","""ET"""
"""300103701410914709120231227MON""","""TEVIDEANO""","""CNG2S9""","""51""","""18MONTEVIDEANOCNG2S9MONTEVIDEANOCLGCLARY""","""GRAYCNG2S9OR""","""ET"""
"""300103701410914693120231227MON""","""TEVIDEANO""","""CNG4""","""51""","""18MONTEVIDEANOCNG4MONTEVIDEANOCLGCLARY""","""GRAYCNG4OR""","""ET"""
"""300103701410914686120231227MON""","""TEVIDEANO""","""CNG4S10""","""51""","""18MONTEVIDEANOCNG4S10MONTEVIDEANOCLGCLARY""","""GRAYCNG4S10OR""","""ET"""
"""300103701410927303120240227MON""","""TEVIDEANO""","""CNG13""","""59""","""20""","""MONTEVIDEANOCNG""","""13MONTEVIDEANOCLGCLARY"""
"""300103701410928096120240227MON""","""TEVIDEANO""","""CNG13S5""","""59""","""20MONTEVIDEANOCNG13S5MONTEVIDEANOCLGCLARY""","""GRAYCNG13S5OR""","""24K"""
"""300103701410927297120240227MON""","""TEVIDEANO""","""CNG14""","""59""","""20MONTEVIDEANOCNG14MONTEVIDEANOCLGCLARY""","""GRAYCNG14OR""","""24K"""
"""300103701410928089120240227MON""","""TEVIDEANO""","""CNG14S25""","""59""","""20MONTEVIDEANOCNG14S25MONTEVIDEANOCLGCLARY""","""GRAYCNG14S25OR""","""24K"""
"""300103701410928065120240227MON""","""TEVIDEANO""","""CNG15S11""","""59""","""20MONTEVIDEANOCNG15S25MONTEVIDEANOCLGCLARY""","""GRAYCNG15S11OR""","""24K"""
"""300103701410927280120240227MON""","""TEVIDEANO""","""CNG15""","""59""","""20""","""MONTEVIDEANOCNG""","""15MONTEVIDEANOCLGCLARY"""
"""300103701410928072120240227MON""","""TEVIDEANO""","""CNG1S3""","""59""","""20MONTEVIDEANOCNG1S3MONTEVIDEANOCLGCLARY""","""GRAYCNG1S3OR""","""24K"""
"""300103701410927587120231227NAP""","""OLITANO""","""CNG1""","""52""","""18""","""145NAPOLITANOCN""","""G1NAPOLITANOCLGCLARY"""
